AT1G04080	8.6321	10.629	8.8646	9.8561	8.7684	8.0758	7.4443	9.6124	8.3995	8.7206	9.1658	9.1353	9.1547	8.619	8.3823	8.8803	8.8477	9.0846	7.7193	9.6859	8.9429	9.1386	10.123	8.6167	8.7455	9.1557	8.1572	7.7461	8.5936	8.5276	8.5421	8.7567	8.8913	8.9115	8.7866	8.3921	8.2847	8.5162	9.3282	9.168	9.0803	8.4006	9.2411	8.866	8.3014	7.3103	9.6055	9.3301	7.9694	8.6699	8.4962	6.811	8.3971	8.2178	8.8084	9.1928	9.4136	8.4985	8.0412	9.793	8.2486	8.8596	9.0556	8.2458	8.9916	8.5833	7.7273	8.4179	8.3398	8.4251	5.8849	7.9765	8.0532	8.1683	8.6269	8.3601	6.4184	9.161	10.06	7.9913	9.0535	8.1549	8.5635	9.1904	8.2223	8.7869	7.8767	6.7482	9.4593	8.0463	7.2053	8.4954	6.4515	8.0516	9.2186	8.8524	8.3065	8.7619	8.231	6.7747	8.8955	10.261	7.1816	8.906	8.3825	8.5777	8.7533	8.1338	8.1402	7.3722	8.7368	9.5026	8.8674	9.1534	10.16	8.4829	6.4906	7.5585	8.8242	9.3888	7.197	7.7661	7.7062	9.0603	7.8983	8.7302	7.968	8.7898	9.5842	8.8733	8.7944	9.5981	8.0171	8.721	9.1016	8.8668	9.3004	7.8817	8.9112	7.8727	8.6432	7.6974	8.9449	10.016	9.9421	8.9176	7.5751	9.1681	8.5141	7.8672	7.4686	7.8884	7.3544	8.6995	8.4666	8.0359	6.666	9.5116	8.9444	6.8	7.2006	9.3336	7.9169	8.3037	8.1229	9.0377	6.8376	8.3167	9.2953	9.324	8.05	8.8031	6.5519	7.226	7.4651	10.148	8.1866	8.4188	8.6215	8.6721	8.8835	7.865	7.936	7.0571	7.767	8.0812	8.6082	7.9796	9.6668	6.0947	8.6748	8.5759	8.6542	7.835	8.4253	8.7106	9.8299	8.1482	9.6038	8.376	7.5156	10.379	8.2576	8.4803	6.765	7.443	8.5094	7.4828	8.3964	9.2658	8.411	9.2384	9.38	9.2865	7.181	7.6879	8.9248	7.8907	7.9319	8.5619	8.37	8.1346	7.7482	8.5161	8.677	8.2418	8.5406	5.0282	10.34	7.8236	9.5225	8.034	10.331	8.6799	9.21	6.5828	9.1748	6.6995	7.3304	7.0094	6.2207	6.575	6.8435	7.3904	6.876	9.155	8.6184	6.7284	6.0603	6.0577	7.5247	7.9681	9.3556	7.2743	7.0585	7.2477	7.8546	9.3761	6.5393	6.6563	7.9886	8.0459	7.6981	7.5519	7.5865	7.392	8.538	7.1562	7.4654	7.5505	8.2443	6.615	8.7219
AT1G05850	11.751	10.078	11.158	11.964	10.828	12.499	12.146	10.775	12.139	11.814	11.311	9.842	12.048	10.762	9.726	11.063	9.7125	10.226	11.486	9.7026	10.833	9.9694	8.8627	11.398	13.227	9.6447	10.804	11.509	11.294	11.406	11.368	10.285	11.655	8.8585	11.136	11.075	5.4307	11.828	7.4272	9.5029	10.449	11.136	8.6402	9.8409	10.128	11.176	9.2004	11.167	12.064	5.0294	11.325	10.679	11.689	10.837	9.6305	10.378	9.7527	11.352	10.914	9.3891	10.535	11.279	10.338	11.3	11.907	8.6745	11.172	11.37	12.165	10.874	8.528	12.096	11.564	10.345	11.247	12.604	10.076	10.173	10.466	7.2183	8.5267	12.38	10.698	10.323	11.194	10.951	11.138	10.146	8.2668	11.106	10.588	10.789	11.5	11.223	10.505	10.733	11.874	11.354	11.242	11.298	11.918	9.6578	11.164	10.946	11.398	11.397	10.472	12.535	11.262	11.156	10.529	9.8056	11.454	11.457	11.093	13.404	10.417	9.7881	10.169	4.7819	9.3386	12.09	10.755	11.813	8.9745	11.49	11.764	8.5477	9.5712	9.9616	11.695	10.524	10.193	8.2772	9.0756	11.742	9.7934	12.887	11.638	11.302	10.928	9.4994	12.647	9.7797	10.374	10.655	10.64	12.086	11.488	10.066	10.595	9.5202	10.738	8.7632	11.295	11.402	9.4111	10.792	10.831	8.4516	8.136	10.875	10.823	7.2711	10.436	9.853	11.783	11.478	9.9757	10.302	11.923	12.208	9.2859	9.6342	9.7773	8.0655	9.3509	10.962	10.058	10.94	10.623	8.8629	10.617	11.451	11.669	11.25	7.9637	11.766	9.8786	8.6039	7.3481	11.812	10.804	10.251	10.488	9.6601	7.2049	10.915	8.4342	11.436	9.3388	10.179	7.4817	9.1913	9.1295	12.473	10.932	11.087	10.055	10.624	11.486	9.9516	9.2491	9.53	9.4227	9.7115	7.4298	10.491	10.727	10.37	10.563	10.997	10.795	6.5317	8.8099	5.2338	8.1191	7.0924	8.9705	5.727	6.0826	12.167	7.1565	11.293	8.5063	9.6254	8.1772	11.513	10.437	10.498	10.624	6.7316	9.5206	11.693	10.844	11.643	11.926	10.99	10.273	10.013	8.5317	9.0156	9.9919	6.5411	11.485	10.736	11.118	10.581	12.543	10.812	10.972	11.818	11.481	12.124	11.525	11.424	12.032	12.64	11.476	12.548	11.752	11.462	10.235
AT1G07630	6.0007	6.6877	5.9499	8.6727	6.7856	6.6052	7.0739	6.3457	8.0925	6.4968	6.5692	7.1283	6.8306	6.5798	6.455	7.4285	6.7793	6.9552	6.8586	6.5943	7.8604	8.1084	6.0479	7.8294	7.3213	6.0896	5.8186	8.0655	6.5913	5.7727	6.7475	6.5597	7.2667	8.4659	7.2137	6.1261	4.8784	6.3439	5.8414	8.3284	7.9137	7.6464	7.9158	7.9816	6.7413	5.6949	6.7255	8.67	7.8617	5.3197	6.0919	6.7918	6.4345	5.6799	10.446	6.9397	5.8651	6.2623	5.0362	5.4168	8.0462	6.1828	6.9604	7.6507	7.2622	7.5006	4.4886	7.2194	6.5527	6.8694	5.0592	6.1159	5.1916	6.8852	6.971	6.4356	6.1204	7.3012	5.7125	4.7464	5.84	5.3351	8.008	7.4687	5.6065	8.2487	7.5668	5.4304	7.2706	7.5522	5.2892	8.1956	6.4448	6.5865	4.5909	5.9172	6.6053	6.6079	5.9539	7.0339	6.7667	6.2652	4.823	5.3981	5.5263	6.0046	7.4953	6.9225	7.9247	5.0239	8.2303	7.9539	5.7879	7.2428	6.8354	6.8207	6.574	6.1268	8.3915	5.2533	5.1071	6.9926	7.0182	7.2546	6.0043	8.3062	4.1554	4.9298	6.9012	7.8025	5.6327	6.8995	6.849	6.4533	7.858	7.3117	7.6317	6.0953	7.668	6.9173	6.4968	7.6356	7.2403	7.4367	6.4595	6.8746	7.6705	7.6197	6.5982	6.6728	7.2709	6.6642	6.4134	5.4895	5.5227	5.8482	5.9474	8.092	7.8903	4.5208	5.321	6.4048	5.3382	5.1953	5.9444	4.951	6.146	6.3998	5.8418	6.8135	5.1968	7.2452	7.0176	7.1475	6.1188	5.7007	8.8736	9.0114	5.7961	8.6634	8.2308	8.6616	10.174	6.8243	8.2134	5.6435	8.7578	6.8131	7.3236	6.8262	8.2194	6.6118	6.1568	8.3191	8.9963	6.5939	5.0862	7.6393	6.5836	7.3248	5.7836	6.11	9.6979	9.1551	5.7738	8.8928	7.0895	6.2382	5.8083	6.6736	7.5743	9.3567	7.3439	7.5979	5.8332	6.9625	9.1316	7.2918	7.5276	6.9823	6.8382	6.2271	5.2891	9.9743	9.7779	10.161	5.1168	6.8682	7.3017	9.688	5.1673	7.1865	6.2459	5.8221	6.8551	4.6474	5.4165	6.3824	6.2017	4.8918	5.8624	5.3552	6.5404	7.1967	5.1751	6.2442	7.7334	6.0472	6.9334	5.9365	6.6735	5.3736	8.0517	5.3725	7.1794	6.2821	5.1051	7.9547	6.2756	6.0151	6.9777	6.9371	6.9148	7.4678	6.4407	6.6028	6.7541	5.8806	6.403	6.5573	6.0374	6.554	5.7684
AT1G08520	10.087	8.3374	8.3629	7.1862	10.923	9.3149	6.2653	8.9924	9.5374	7.6139	9.9144	9.0259	8.0606	9.4639	5.6952	8.6157	8.3407	9.1638	9.8606	8.9863	6.5378	5.6942	8.6972	7.9502	8.3686	9.9708	8.0732	7.8696	6.8596	7.8754	9.9229	10.07	9.0799	6.2497	9.7226	10.165	8.2649	9.6644	8.8906	6.8475	7.8432	6.8357	5.9145	7.8999	7.3864	8.2201	8.5131	8.3701	7.3694	8.5502	9.0151	9.0859	10.113	8.5232	7.0328	8.8212	9.2423	9.0207	8.4904	8.4575	8.0509	9.7427	6.9479	8.4868	7.7577	10.377	9.1621	9.3333	8.9762	8.3004	7.4596	8.8419	9.7854	7.9305	9.5814	7.0914	7.3947	8.1246	8.3282	6.9232	6.8403	10.465	7.2363	5.8567	9.4241	7.0205	6.902	7.5384	9.0886	5.5895	6.6274	9.2727	9.2925	6.6264	7.3195	9.1505	8.8923	7.4002	7.8136	10.117	9.1167	8.8939	5.5324	8.5576	9.4446	6.6856	8.419	8.4533	8.6959	7.7463	5.5785	5.3776	8.5356	9.8858	4.9623	7.3977	8.8878	8.8655	6.281	8.1086	9.6374	10.257	6.9687	7.4008	8.2819	7.2315	8.8637	6.9721	8.2985	9.6215	7.1854	9.048	7.0282	5.2752	6.3448	6.5978	5.8384	9.3616	7.7475	9.0726	7.0172	7.9911	7.143	9.459	8.965	6.8076	6.7488	7.1622	9.9285	9.1369	8.7769	8.0779	9.446	8.9429	8.8744	9.2126	6.8556	6.3345	7.2079	5.8438	7.1898	8.9944	7.7852	8.3469	6.3112	9.3679	7.4632	9.6211	10.413	8.5368	7.0064	7.0825	6.803	6.8706	6.5292	9.1522	6.8499	8.4187	6.7509	7.139	6.4158	8.3983	7.0269	10.063	8.5979	9.4157	7.8382	9.3783	8.5146	9.1706	9.3023	8.111	8.8912	7.1196	7.4371	6.5172	6.7133	9.6751	7.7402	9.322	7.0969	8.677	6.2066	9.1523	8.0218	5.3536	8.6269	8.2111	7.7421	10.502	7.8189	6.2019	5.3486	6.623	9.0852	8.5125	6.9531	8.2221	8.6034	6.2495	7.311	8.5779	6.3772	6.3303	8.8474	5.9899	7.6811	7.6663	7.4489	6.9723	8.8469	6.5082	8.4267	8.7579	9.4093	8.0092	7.5305	7.005	8.0675	6.7025	8.6881	8.4131	8.1924	8.5537	8.2791	8.4411	9.2866	7.1909	7.9078	6.7777	8.9308	8.3427	6.1111	8.3137	6.2902	7.8918	8.1456	7.7402	7.9018	7.6095	7.0095	5.4702	6.2941	7.2356	8.5628	6.4885	8.6346	7.3638	6.8004	5.6784	7.7291	7.4543	8.7418
AT1G10390	7.4213	5.3744	8.0934	7.5898	7.4072	7.3703	6.4622	7.9618	7.7443	7.2719	7.7145	6.1682	7.7527	7.333	7.875	7.5201	7.3403	7.3694	6.5493	6.7642	7.9863	7.4573	8.2943	8.1677	7.7785	6.2164	6.78	6.9986	7.3057	5.5492	7.2432	6.8386	6.5837	5.9924	6.9014	7.5554	4.481	6.5372	4.1204	8.5622	8.5022	7.6531	7.2776	5.8747	7.719	4.8019	7.5725	8.0305	7.2665	4.595	6.8434	4.3517	7.5301	7.3677	7.0835	7.8877	8.1112	6.5	5.8733	7.3097	6.9573	7.1964	7.1802	8.5507	8.2384	5.7622	7.2108	6.8955	8.1639	6.4432	5.197	6.7456	6.1263	7.9618	7.2873	6.6033	4.332	5.7818	7.3553	6.4271	6.6628	6.6472	7.3357	7.2346	6.225	7.571	7.0295	4.9873	7.7193	7.2709	5.1612	7.1299	5.2773	6.7352	7.3325	8.5124	7.3042	7.9061	4.9152	5.0726	7.8717	8.5335	5.8726	7.6435	5.831	7.3406	7.433	5.0513	6.0101	6.9979	5.9821	7.0283	6.3702	7.1942	7.9171	7.0217	7.6743	6.2447	7.4285	4.7547	4.9711	7.5996	6.6831	7.0541	6.7115	4.479	4.1686	6.2459	5.3829	8.247	7.5595	8.0489	5.3471	6.4544	7.66	6.7864	7.7214	6.1293	5.188	5.0554	5.728	7.5863	6.9726	6.0679	6.4689	7.2882	7.9845	8.4965	7.0523	6.4411	7.5589	6.4946	8.1199	5.9587	6.5111	5.9346	5.1844	7.921	7.4184	5.2067	5.4092	8.0003	7.2391	4.5644	6.2774	4.9143	4.798	7.2789	6.6658	6.1469	7.6223	6.7415	4.643	5.6328	4.5792	7.484	6.4888	7.5925	5.1193	6.507	7.3967	7.8183	8.3505	5.6392	7.684	7.7804	8.035	8.0143	8.2681	3.9607	8.0119	5.47	4.0485	5.748	6.4049	5.2346	5.5358	8.2383	6.1999	6.2155	5.6136	5.6235	7.7808	6.1696	4.3165	6.7842	8.0997	7.2781	4.1893	6.5457	6.994	7.255	6.3433	8.052	5.5134	5.6521	7.4221	7.5613	7.3257	7.515	6.0829	8.2428	4.7975	7.9051	8.2387	7.4789	4.2045	7.8435	8.7537	7.3699	4.4158	6.7216	9.2614	6.904	7.8809	6.753	8.0024	8.05	9.0698	5.3559	7.75	5.7895	9.8894	8.9624	8.3174	7.9867	6.3163	8.3242	7.9913	8.0251	8.7592	8.1012	7.984	4.7695	8.85	8.8622	9.1163	7.0394	8.6697	8.5412	9.1985	9.1753	9.1164	8.4888	8.5408	9.66	8.8462	8.1178	8.6009	8.6798	9.0463	8.2756	7.6337
AT1G12840	10.032	7.9921	10.085	10.215	10.225	10.801	11.64	10.082	10.463	10.232	10.014	10.446	9.4627	10.881	9.8628	9.9245	9.9669	10.151	10.68	8.9644	11.147	10.294	9.0285	10.518	10.486	9.2249	11.359	11.036	10.644	9.3193	10.649	9.4181	10.516	9.6457	10.59	10.262	8.7364	10.224	7.0038	9.7434	10.483	10.947	9.5749	10.106	10.137	9.4556	9.0712	10.617	11.751	8.9926	10.334	9.8647	9.8528	10.623	9.6142	9.7686	10.051	10.348	9.0397	9.6623	10.639	9.9217	10.408	10.894	10.363	9.7733	9.7654	10.65	10.348	10.214	7.9284	10.328	9.7958	10.149	10.158	10.58	10.012	9.7911	10.407	10.238	9.0828	10.736	10.547	11.153	9.193	9.8634	10.68	11.103	9.7568	10.335	8.2507	10.536	8.4278	9.4205	10.344	8.3764	10.643	10.114	9.2913	9.437	9.9404	9.4397	10.24	10.178	10.84	10.089	10.57	10.548	10.807	10.45	10.524	9.7211	10.319	10.359	8.9352	11.673	7.545	9.8017	9.9176	8.4177	9.5814	10.13	9.5572	9.8464	10.078	10.542	9.3564	9.2611	8.7281	9.7016	10.399	10.66	8.7151	9.1676	10.055	10.094	10.241	10.755	10.017	10.036	10.497	10.664	11.105	7.881	8.9324	9.1962	9.9143	10.638	10.532	10.111	8.7836	8.0038	7.0017	10.655	9.0954	10.21	8.7914	10.47	9.8924	10.588	7.4726	10.054	10.89	7.0283	9.785	7.8987	10.339	10.879	8.9319	10.28	10.355	9.8245	11.137	9.3722	8.3251	8.3189	8.1484	10.622	9.8291	9.8828	10.224	10.883	9.5338	11.016	10.002	9.7934	9.9423	10.365	9.6443	7.995	10.358	9.7402	9.2727	10.076	9.397	9.5134	10.108	8.1546	9.0141	10.075	7.2823	8.6817	10.319	9.8126	11.033	10.938	10.42	10.181	9.2058	9.4412	10.944	9.5263	10.219	10.694	5.8677	9.3385	10.145	9.9457	10.868	10.28	10.159	8.0961	9.3041	9.5313	10.057	9.4141	7.5158	5.4524	9.087	9.6443	7.2643	10.341	9.1625	10.418	10.141	6.7636	9.309	8.1643	8.4075	10.063	5.799	7.1288	7.7074	7.7036	7.6382	10.173	10.356	7.6142	8.0306	7.5498	7.5191	7.8038	10.389	7.5307	8.2073	7.9777	8.0434	10.046	8.1346	7.8196	7.7596	7.1692	7.6516	8.958	7.1733	8.1725	7.7126	8.75	6.8272	7.9003	7.6308	8.3287	10.442
AT1G13120	6.6237	7.8864	7.1708	8.1838	6.401	6.9912	6.2212	7.2939	7.2887	7.618	7.2126	7.2961	7.699	6.7051	7.6622	6.2527	6.6728	7.7418	6.8435	8.3596	7.0321	6.8363	7.8109	7.3145	7.4243	6.8456	5.8547	5.5142	7.0883	6.8002	7.3545	8.7175	6.5936	6.5922	7.0278	6.6949	6.035	6.2101	8.3774	7.8537	7.5741	6.8058	6.5732	7.4753	7.2928	5.716	7.8369	7.6179	7.1	6.4267	6.9627	5.3292	6.404	7.1008	6.0053	6.2572	8.3093	6.7543	6.5679	7.9399	6.4272	7.1475	7.3743	7.85	6.8041	6.1687	5.5084	5.9113	5.7127	5.9181	5.9498	7.2316	5.0569	7.258	5.8101	6.9638	5.4649	6.9652	6.3877	7.7209	7.3312	7.4018	7.9459	6.8541	6.2994	6.9454	6.1325	6.0393	7.0818	6.1644	5.211	6.0653	5.8303	5.9351	7.9046	6.8638	6.9676	6.7055	6.9764	6.7049	7.6709	6.902	6.1692	6.7408	5.1825	6.9443	7.2143	6.3547	5.9411	6.0075	7.0669	5.9437	7.2871	6.7851	7.5828	7.0882	6.8742	5.5649	6.7171	8.0582	6.2481	6.4189	6.4603	6.8245	7.577	5.5361	5.4651	7.1751	6.5981	6.4461	7.3827	7.7009	7.0215	5.8597	6.8842	6.9112	6.4706	5.7285	6.7312	5.7609	5.5441	6.2858	7.1497	6.8298	7.4701	6.4619	6.9488	8.0704	6.7438	5.9561	6.3204	5.9406	7.2569	5.3573	5.8984	6.4328	5.6802	7.6016	7.0459	6.4522	5.6211	7.4472	6.3023	7.3958	7.3532	6.5714	5.1792	7.2495	7.8709	6.8632	6.7088	6.6197	5.9107	5.7292	6.7355	7.5568	6.6591	6.3851	7.0777	6.1461	7.2581	7.0563	5.9845	5.9427	6.6967	6.2316	6.7097	7.196	7.0751	5.6471	6.0209	6.4679	6.5199	6.3349	5.7894	6.6461	8.0362	7.1812	7.5427	6.2697	6.5522	6.8992	7.014	5.2179	5.3984	7.2836	6.9084	6.7144	5.8271	8.1918	4.8246	7.9012	6.8113	8.1458	5.4404	6.0507	6.7605	5.6903	6.3194	6.3002	6.7476	6.3713	5.3314	6.2142	6.6172	6.4329	5.6787	4.379	6.9969	7.3997	7.2756	5.8483	7.7435	6.1003	6.7416	5.8019	7.8999	7.1855	7.1438	6.6056	5.7622	6.0748	7.7139	7.4987	6.8551	7.2262	7.0248	5.6168	6.7063	6.5746	7.0411	7.6236	5.6128	4.4222	7.9933	6.5793	7.5433	7.1613	6.8073	5.6987	6.6499	7.3322	7.7535	6.8071	6.3001	5.8835	6.9006	6.4677	7.4085	8.0243	6.8064	7.5424	7.9039
AT1G14850	6.6439	6.6411	5.955	7.8101	7.074	7.2609	6.8493	7.4854	7.2994	7.3241	7.9657	7.9357	7.3535	7.7682	9.0985	6.3886	7.2224	7.7855	6.7429	7.208	8.0605	7.5974	8.5057	7.6986	6.6075	6.8706	8.5774	6.9092	7.2309	6.7147	7.2064	6.7711	6.9397	7.4349	7.5682	7.0093	7.4563	7.1365	7.6616	8.9051	7.9815	7.4922	8.7057	6.84	8.7515	6.1987	8.0385	8.067	6.9587	6.5436	7.2972	6.2448	7.0706	7.7634	7.2758	7.9096	8.525	6.505	5.8696	7.0807	7.3493	7.1259	7.9919	7.63	7.2988	8.2078	7.2396	5.9302	6.8307	6.7208	5.8294	6.6795	6.1567	8.3181	7.4111	7.2811	5.9679	7.6601	7.6071	5.7876	8.1106	6.0759	7.1649	7.8386	6.0339	7.603	6.6094	6.555	9.2718	6.9718	6.9985	6.7329	7.2403	6.1773	7.6587	6.6529	7.1614	6.842	6.1013	6.6512	6.9742	8.5163	6.6349	7.2172	6.647	8.1899	8.1187	6.3212	6.7247	6.4219	7.8184	8.7867	7.6131	6.5506	7.4894	7.8004	6.4336	6.2787	7.4969	7.1119	6.007	5.853	6.3589	7.4987	9.0995	6.5107	6.5345	7.427	7.0071	7.925	8.9966	8.0018	6.574	7.4486	7.8199	6.2725	8.3471	6.9494	6.9124	7.1593	7.7926	5.4872	8.1246	7.6376	8.0884	7.8393	8.5709	7.2311	6.9987	5.7286	5.5722	5.1064	5.3844	7.3438	4.2343	6.777	5.6405	7.2555	7.2755	6.2427	6.6095	7.6539	6.4396	6.2448	5.9146	6.5086	6.5302	7.6275	6.6003	6.7003	7.6235	6.199	5.6886	6.4272	6.57	8.0896	6.7245	6.2941	6.599	6.5113	7.7601	6.0815	7.2884	6.072	7.0903	5.8192	7.6173	6.7532	6.8295	5.879	6.4765	6.0566	5.4825	6.6248	6.9244	6.7929	7.1696	6.1532	7.6573	6.8081	6.469	7.3834	6.3546	6.3606	5.6615	6.1281	7.1512	6.3707	8.1219	7.1903	7.643	7.9826	7.6594	7.6713	4.29	7.2024	7.8269	6.4848	6.4547	7.0838	7.1077	7.5638	6.7198	7.0433	6.7396	7.6847	6.8721	6.7096	9.6007	6.9481	7.3893	7.1218	9.6812	5.7898	6.9746	4.2468	8.5933	6.594	7.6296	5.9607	4.4306	6.1125	7.6716	6.5823	6.2971	6.791	7.3377	5.6992	6.4401	7.4612	7.8299	6.4212	8.3167	6.1882	7.1926	6.0165	6.289	7.4801	6.8357	5.8739	7.225	7.598	7.2376	7.1783	6.8661	7.2516	6.4824	6.3163	6.7493	6.9954	6.4244	6.4361	7.848
AT1G15130	7.8582	8.629	8.7209	9.6159	8.5157	7.9805	9.276	8.3849	8.4478	8.0017	8.1264	8.1498	8.8455	8.5072	8.7393	8.3801	9.6503	7.2686	7.808	7.2578	9.6602	9.0082	8.2773	9.0281	9.0063	6.8661	8.2175	8.8114	8.185	6.507	8.3252	7.3404	9.0264	8.4958	8.5825	7.6703	6.668	8.7143	6.361	9.3169	9.3201	9.3012	9.7501	9.1881	9.5435	8.4107	9.1282	8.9693	9.2496	6.7096	8.3301	6.7995	9.6547	7.1203	8.6579	8.9748	7.6963	7.8144	6.551	8.2141	8.8548	8.1011	7.5761	8.394	9.429	8.3646	6.9307	8.301	9.532	9.0194	8.1129	6.7737	8.1284	9.2388	8.725	8.5362	9.1158	8.9423	9.1824	7.6185	8.413	7.9158	8.6075	9.3804	7.4572	9.0278	8.1333	6.1286	9.0332	8.6189	6.9255	8.6503	8.9632	8.8	7.7869	9.3759	8.0499	8.5036	7.1902	5.8019	9.8036	7.9216	6.6343	8.5968	7.9291	9.7331	8.3766	8.7256	7.8424	8.553	9.8033	8.8636	8.9651	8.4594	10.065	10.152	6.0308	6.9121	9.3892	6.662	6.8376	8.2001	7.5707	8.7122	10.482	9.5519	7.6349	6.1769	7.7821	9.6242	10.586	9.4411	5.5954	8.9543	8.9909	8.4914	8.6036	8.3506	8.6811	8.3305	8.9884	8.6998	9.1896	8.5924	9.0845	9.6744	10.684	9.4719	8.7753	8.3106	7.2859	9.7697	7.1995	7.7801	8.0304	9.5284	8.1965	9.1269	8.4402	7.8689	8.1844	8.876	8.6326	6.7591	7.1641	8.4341	8.6303	8.2781	6.8324	8.238	8.7042	8.9226	6.6923	9.1534	8.7728	7.3451	7.0935	8.7112	8.4102	8.6339	9.2608	9.4445	8.4505	7.3939	8.8841	7.2875	9.3793	8.7335	9.0175	7.6655	9.7853	8.3101	7.4794	8.2416	6.4778	8.0853	7.6918	7.2865	8.4912	9.0082	7.9186	9.5383	9.6594	8.0629	6.43	9.2367	8.7859	8.6459	9.5831	8.3559	8.8814	8.9976	8.5747	8.8905	7.2365	7.4489	9.0185	8.9432	8.9824	9.3362	9.3277	8.858	8.3266	9.908	10.297	10.241	8.4294	7.198	10.179	10.051	5.6705	8.9054	9.7368	7.8489	8.6699	7.0699	9.6061	9.4744	10.029	8.4416	6.3454	7.7559	9.7889	10.053	8.6681	8.9029	7.9838	8.7502	8.808	9.3652	8.4544	8.7531	9.551	8.2077	11.2	8.7382	11.344	8.8007	9.7199	8.7955	10.198	9.7737	10.74	9.5452	9.5044	8.9309	9.8503	9.726	10.273	10.034	11.475	9.0291	7.7165
AT1G15370	9.3808	7.1936	9.6957	8.8276	9.7564	8.6378	9.4347	9.9282	9.5201	8.7905	8.9563	9.231	9.279	9.5274	10.8	7.9591	8.5562	9.6582	9.2007	8.1614	9.4658	9.5089	8.6169	9.2225	9.3965	9.3666	8.9829	9.3329	9.7892	8.0989	9.2425	8.2452	9.5679	8.2651	9.2729	8.6678	8.4551	9.4112	7.4169	10.171	8.6186	9.3163	10.493	9.6425	11.029	9.4207	9.1404	8.7275	9.5736	8.0152	9.3829	8.884	8.774	9.9826	7.6671	8.6692	9.4383	9.4304	8.607	9.0107	8.8893	8.8504	9.8082	9.1092	8.9551	9.4203	8.2975	7.1275	8.8341	8.9259	7.666	9.5286	8.2908	10.481	9.1792	9.6233	8.4944	9.1572	7.6497	8.0047	8.7743	9.1378	7.6984	9.6566	8.4617	8.31	9.2866	10.866	8.6517	9.6161	10.082	9.3249	9.9545	8.4405	9.2241	8.3217	9.1296	8.7941	8.2214	9.8333	8.55	8.1226	7.9739	9.5658	9.0573	10.521	8.8347	9.3639	9.4242	9.3644	10.318	8.8914	9.0819	9.0081	7.8739	10.291	6.6787	8.5509	9.116	6.9834	7.4771	9.0134	8.535	8.9261	11.469	8.8543	8.4197	8.4869	8.5645	9.0575	11.228	9.6265	7.6484	10.133	9.0109	8.4883	9.4725	9.5173	8.7755	9.5503	8.6611	9.3691	8.7354	8.9033	8.5775	8.4527	11.09	9.2561	9.1786	10.116	7.8479	8.5719	7.7189	9.3388	9.1965	9.0518	7.6147	9.0764	7.6461	9.4749	8.3519	10.156	9.4432	7.0332	9.2629	7.823	8.9473	10.278	7.7282	8.6072	10.487	10.086	10.399	9.6809	7.66	8.0641	7.2275	9.1784	9.5054	9.6509	9.2357	9.133	8.0869	8.9322	9.493	9.2232	8.8266	8.9544	8.7698	9.2468	8.9542	8.314	8.5326	9.4826	8.2851	9.4514	9.7469	7.7612	9.3798	8.0827	6.5516	7.7217	10.428	8.4329	10.603	9.5458	8.825	8.7677	8.228	8.8904	9.2865	7.4952	7.8963	9.5116	6.7461	8.0295	9.2257	9.3787	9.1765	8.8318	8.9585	7.0904	9.35	7.9628	9.5572	7.0684	6.8961	5.278	7.7299	8.0346	7.4377	8.9234	8.9768	9.4146	8.6399	7.6441	8.1384	7.8452	8.8189	9.0136	6.4565	6.542	7.7038	8.3415	7.4683	8.3705	8.7253	7.5729	8.2833	7.8911	7.9824	7.8155	8.7261	7.6824	8.2068	7.8742	8.7174	8.9379	8.0698	7.3218	7.735	7.5606	7.9272	7.2422	7.5161	8.1056	8.0866	7.7709	7.0856	8.0934	8.2097	7.1125	9.0565
